"kommunenummer_2013";"kommunenavn_2013";"kommunenummer_2017";"kommunenavn_2017";"endringsmerknad_13_17"
"1851";"Lødingen";"1851";"Lødingen";"uendret fra 2013 til 2017"
"1852";"Tjeldsund";"1852";"Tjeldsund";"uendret fra 2013 til 2017"
"1853";"Evenes";"1853";"Evenes";"uendret fra 2013 til 2017"
"1854";"Ballangen";"1854";"Ballangen";"uendret fra 2013 til 2017"
"1856";"Røst";"1856";"Røst";"uendret fra 2013 til 2017"
"1857";"Værøy";"1857";"Værøy";"uendret fra 2013 til 2017"
"1859";"Flakstad";"1859";"Flakstad";"uendret fra 2013 til 2017"
"1860";"Vestvågøy";"1860";"Vestvågøy";"uendret fra 2013 til 2017"
"1865";"Vågan";"1865";"Vågan";"uendret fra 2013 til 2017"
"1866";"Hadsel";"1866";"Hadsel";"uendret fra 2013 til 2017"
"1867";"Bø";"1867";"Bø";"uendret fra 2013 til 2017"
"1868";"Øksnes";"1868";"Øksnes";"uendret fra 2013 til 2017"
"1870";"Sortland";"1870";"Sortland";"uendret fra 2013 til 2017"
"1871";"Andøy";"1871";"Andøy";"uendret fra 2013 til 2017"
"1874";"Moskenes";"1874";"Moskenes";"uendret fra 2013 til 2017"
"1902";"Tromsø";"1902";"Tromsø";"uendret fra 2013 til 2017"
"1903";"Harstad";"1903";"Harstad";"uendret fra 2013 til 2017"
"1911";"Kvæfjord";"1911";"Kvæfjord";"uendret fra 2013 til 2017"
"1913";"Skånland";"1913";"Skånland";"uendret fra 2013 til 2017"
"1917";"Ibestad";"1917";"Ibestad";"uendret fra 2013 til 2017"
"1919";"Gratangen";"1919";"Gratangen";"uendret fra 2013 til 2017"
"1920";"Loabák - Lavangen";"1920";"Loabák - Lavangen";"uendret fra 2013 til 2017"
"1922";"Bardu";"1922";"Bardu";"uendret fra 2013 til 2017"
"1923";"Salangen";"1923";"Salangen";"uendret fra 2013 til 2017"
"1924";"Målselv";"1924";"Målselv";"uendret fra 2013 til 2017"
"1925";"Sørreisa";"1925";"Sørreisa";"uendret fra 2013 til 2017"
"1926";"Dyrøy";"1926";"Dyrøy";"uendret fra 2013 til 2017"
"1927";"Tranøy";"1927";"Tranøy";"uendret fra 2013 til 2017"
"1928";"Torsken";"1928";"Torsken";"uendret fra 2013 til 2017"
"1929";"Berg";"1929";"Berg";"uendret fra 2013 til 2017"
"1931";"Lenvik";"1931";"Lenvik";"uendret fra 2013 til 2017"
"1933";"Balsfjord";"1933";"Balsfjord";"uendret fra 2013 til 2017"
"1936";"Karlsøy";"1936";"Karlsøy";"uendret fra 2013 til 2017"
"1938";"Lyngen";"1938";"Lyngen";"uendret fra 2013 til 2017"
"1939";"Storfjord - Omasvuotna - Omasvuono";"1939";"Storfjord - Omasvuotna - Omasvuono";"uendret fra 2013 til 2017"
"1940";"Gáivuotna - Kåfjord";"1940";"Gáivuotna - Kåfjord - Kaivuono";"uendret fra 2013 til 2017"
"1941";"Skjervøy";"1941";"Skjervøy";"uendret fra 2013 til 2017"
"1942";"Nordreisa";"1942";"Nordreisa";"uendret fra 2013 til 2017"
"1943";"Kvænangen";"1943";"Kvænangen";"uendret fra 2013 til 2017"
"2002";"Vardø";"2002";"Vardø";"uendret fra 2013 til 2017"
"2003";"Vadsø";"2003";"Vadsø";"uendret fra 2013 til 2017"
"2004";"Hammerfest";"2004";"Hammerfest";"uendret fra 2013 til 2017"
"2011";"Guovdageaidnu - Kautokeino";"2011";"Guovdageaidnu - Kautokeino";"uendret fra 2013 til 2017"
"2012";"Alta";"2012";"Alta";"uendret fra 2013 til 2017"
"2014";"Loppa";"2014";"Loppa";"uendret fra 2013 til 2017"
"2015";"Hasvik";"2015";"Hasvik";"uendret fra 2013 til 2017"
"2017";"Kvalsund";"2017";"Kvalsund";"uendret fra 2013 til 2017"
"2018";"Måsøy";"2018";"Måsøy";"uendret fra 2013 til 2017"
"2019";"Nordkapp";"2019";"Nordkapp";"uendret fra 2013 til 2017"
"2020";"Porsanger - Porsángu - Porsanki";"2020";"Porsanger - Porsángu - Porsanki";"uendret fra 2013 til 2017"
"2021";"Kárá?johka - Karasjok";"2021";"Kárá?johka - Karasjok";"uendret fra 2013 til 2017"
"2022";"Lebesby";"2022";"Lebesby";"uendret fra 2013 til 2017"
"2023";"Gamvik";"2023";"Gamvik";"uendret fra 2013 til 2017"
"2024";"Berlevåg";"2024";"Berlevåg";"uendret fra 2013 til 2017"
"2025";"Deatnu - Tana";"2025";"Deatnu - Tana";"uendret fra 2013 til 2017"
"2027";"Unjárga - Nesseby";"2027";"Unjárga - Nesseby";"uendret fra 2013 til 2017"
"2028";"Båtsfjord";"2028";"Båtsfjord";"uendret fra 2013 til 2017"
"2030";"Sør-Varanger";"2030";"Sør-Varanger";"uendret fra 2013 til 2017"
"9999";"Uoppgitt";"9999";"Uoppgitt";"uendret fra 2013 til 2017"
